"ASIN (from original spreadsheet)","URL (from original spreadsheet)","Title","Body","Rating","Review Date","Reviewer Name","Product Description","About this Product"
"B00014D2YG","https://www.amazon.com/Kyolic-Cardiovascular-Supplement-Capsules-Gluten-Free/product-reviews/B00014D2YG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Great product, I love garlic and the health benefits","Great product, I love garlic and the health benefits.  I just don't eat it as much as I use to, but with Kyolic one a day at least get the health benefits. I still prefer the real stuff!","5.0 out of 5 stars","September 10, 2015","Billy Bridgeman","Kyolic aged garlic extract one per day cardiovascular description: helps maintain circulation, cholesterol, and overall cardiovascular health organic, odorless. Kyolic aged garlic extract is made from 100% organically grown garlic and is guaranteed odorless. One per day is the most potent garlic in one convenient caplet. Kyolic helps maintain healthy circulation, normal cholesterol, homocysteine levels and overall cardiovascular health. In compliance with the California organic food act of 1990. Disclaimer: these statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.","KYOLIC CARDIOVASCULAR FORMULA: This formula supports & strengthens your cardiovascular system by reducing the major risk factors & promoting overall heart health. Our garlic is organically grown & aged to create beneficial compounds found only in Kyolic.
                
            
                
                    ALWAYS ODORLESS: Other garlic pills have a pungent garlic odor as well as harsh, oxidizing side effects. Our garlic is aged using an exclusive process that eliminates garlic odor as well as making our garlic supplements gentler on the digestive system.
                
            
                
                    FULL BODY SUPPORT: Not just for heart health; aged garlic is used for immune system support, digestion support, inflammation and detoxification. Plus, it has antioxidant power, making it an excellent source of support for full body health & wellness.
                
            
                
                    ORGANICALLY GROWN: Kyolic's high quality nutritional supplements start out with organically grown garlic, because we know that the greatest health benefits come from the cleanest natural sources, whether in a capsule, tablet, softgel gel cap, or liquid.
                
            
                
                    KYOLIC QUALITY: Our nutritional supplements compare favorably to those from Nature's Bounty, BRI, Solaray, Sundown, NOW, Tattva's Herbs, Solgar, Oregon's Wild Harvest, Aged Black Garlic, Puritan's Pride, Nature's Truth, Hippo, New Chapter, & Full Spectrum."
"B00014D2YG","https://www.amazon.com/Kyolic-Cardiovascular-Supplement-Capsules-Gluten-Free/product-reviews/B00014D2YG/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Five Stars","excellent","5.0 out of 5 stars","March 15, 2015","healthygirl","Kyolic aged garlic extract one per day cardiovascular description: helps maintain circulation, cholesterol, and overall cardiovascular health organic, odorless. Kyolic aged garlic extract is made from 100% organically grown garlic and is guaranteed odorless. One per day is the most potent garlic in one convenient caplet. Kyolic helps maintain healthy circulation, normal cholesterol, homocysteine levels and overall cardiovascular health. In compliance with the California organic food act of 1990. Disclaimer: these statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.","KYOLIC CARDIOVASCULAR FORMULA: This formula supports & strengthens your cardiovascular system by reducing the major risk factors & promoting overall heart health. Our garlic is organically grown & aged to create beneficial compounds found only in Kyolic.
                
            
                
                    ALWAYS ODORLESS: Other garlic pills have a pungent garlic odor as well as harsh, oxidizing side effects. Our garlic is aged using an exclusive process that eliminates garlic odor as well as making our garlic supplements gentler on the digestive system.
                
            
                
                    FULL BODY SUPPORT: Not just for heart health; aged garlic is used for immune system support, digestion support, inflammation and detoxification. Plus, it has antioxidant power, making it an excellent source of support for full body health & wellness.
                
            
                
                    ORGANICALLY GROWN: Kyolic's high quality nutritional supplements start out with organically grown garlic, because we know that the greatest health benefits come from the cleanest natural sources, whether in a capsule, tablet, softgel gel cap, or liquid.
                
            
                
                    KYOLIC QUALITY: Our nutritional supplements compare favorably to those from Nature's Bounty, BRI, Solaray, Sundown, NOW, Tattva's Herbs, Solgar, Oregon's Wild Harvest, Aged Black Garlic, Puritan's Pride, Nature's Truth, Hippo, New Chapter, & Full Spectrum."
"B00013YZE8","https://www.amazon.com/Natrol-Omega3-Fish-Oil/product-reviews/B00013YZE8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very Happy","I am purchasing my second bottle. I decided to buy when I found out I was pregnant and I am continuing to take while nursing. This was exactly what I was looking for with zero taste or smell. This may be a little gross, but I never burped while on my stomach which is a plus :)","5.0 out of 5 stars","January 1, 2013","Roni","Omega3 Fish Oil 1000 MG 90 Softgels","Dietary Supplement"
"B00013YZE8","https://www.amazon.com/Natrol-Omega3-Fish-Oil/product-reviews/B00013YZE8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Unpleasant Lemon Flavor","I'm not a fan of the lemon scent/flavor as it doesn't make the caps taste any better, it just gives them a strange odor.Also, I experienced some unpleasant fish burps when I took these with a protein shake. Taking them with large, solid meals reduced this effect.These pills aren't so bad that I won't finish the bottle, but I definitely won't be buying them again.","2.0 out of 5 stars","July 5, 2011","Gillium","Omega3 Fish Oil 1000 MG 90 Softgels","Dietary Supplement"
"B00013YZE8","https://www.amazon.com/Natrol-Omega3-Fish-Oil/product-reviews/B00013YZE8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gotta Have some for a good Diet","Good Product / Not too Fishy Smelling / Great Price / Helps you on your Diet. Very Nutritional.","5.0 out of 5 stars","March 1, 2010","GatorMan","Omega3 Fish Oil 1000 MG 90 Softgels","Dietary Supplement"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Good stuff","Organic, non-GMO, nice fruity flavor - it's got pretty much what you could ask for in lecithin for this price range.  For breakfast when I have time, I like to mix a big scoop of it in hot oatmeal with raisins, cinnamon and honey.","5.0 out of 5 stars","June 28, 2014","Anonymous","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Yikes! Coconut & pineapple flavor","As ""Joyce"" mentioned it has these flavors added and it completely ruins my morning smoothie. I hope a non-flavored version comes out soon.","1.0 out of 5 stars","March 4, 2013","OnPCH","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Great Lecithin Product","I believe Lewis Labs Lecithin is the best on the market.  Thanks for sending me to a site with the best price.","5.0 out of 5 stars","June 10, 2007","dfhHouston","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","This is my favorite Lecithin","I have been taking lecithin off and on for a couple decades.  I've tried various brands, but the Lewis Labs granules are my favorite.  Only 1 time in many years one of the cans did not have as good a quality (not consistent granule size, more powdery, not as tasty).It seems to me that it does have a helpful effect on the brain.  Of course that is extremely subjective and I cannot quantify it, but whenever I haven't used lecithin for a while, I notice a difference.New comment: the past three cans have been more powder than granules, disappointing but still better tasting than the other brands.","5.0 out of 5 stars","July 20, 2013","UpQuarkMom","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Good stuff","I actually would prefer this not be soy, but I've tried the sunflower lecithin...and I like sunflower seeds!, but yuck!I'm glad this is non gmo soy and I put some into a glass of half apple juice and half water and it's very tasty.I could not ever get into eating it right off the spoon, but it would be fine mixed in with yogurt or a smoothie and such.I take it to clean my blood vessels.","5.0 out of 5 stars","July 22, 2016","D. Watson","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Great for the brain!","I love the consistent quality of the product.","5.0 out of 5 stars","May 20, 2018","Pengalia","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Five Stars","best tasting, easy to take, yummy right out of the can, important to drink enough water with it.","5.0 out of 5 stars","June 3, 2018","DeeLight","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Dr. Vita that I bought this from is the BEST!","Dr. Vita is a wonderful company that helped me when I had ordered this product by mistake.  I accidentally ordered this soy product when I needed the sunflower version(soy allergy).  To my pleasant surprise this company refunded my money when they didn't need to do that.  I am only sorry they don't have a sunflower version or I would now purchase it from them on principle alone.","5.0 out of 5 stars","December 16, 2013","C Keenan","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Never really got into it because a mouthful is a sloppy funny feeling that Im not up for mostly","This product has stood the test of time.  My Berkley CA granny dress wife had it on the shelf in 1977.Never really got into it because a mouthful is a sloppy funny feeling that Im not up for mostly. Understandable too.  The the tables turn, turn, turn, turn.  Blend it with Kale, Chard, NAPA Cabbage, carrots, and a tad of fruit.  Then instantly you find that the incredible flavor that it bring to the smoothy is indispensable.  You don't have bananas on hand all the time but this is PLAN B.  And and excellent Plan it is.","5.0 out of 5 stars","August 20, 2014","William March","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014D7F0","https://www.amazon.com/Lewis-Labs-Lecithin-Granules-Ounce/product-reviews/B00014D7F0/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","works well in bread","I use it in my whole wheat bread to make it moist.","4.0 out of 5 stars","September 28, 2017","D. Marie","The lecithin from Lewis labs is like no other lecithin in the world. It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added. It's love at first taste. If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest. Lecithin is found in every living cell. Its highest concentration is in the vital organs; the brain, heart, liver and kidneys. In our bodies it performs an astonishing range of vital function directly affecting our health and well-being.","The lecithin from Lewis labs is like no other lecithin in the world
                
            
                
                    It is the finest quality, the most nutritious and, thanks to an exclusive process, just a kiss of natural fruit flavor has been added
                
            
                
                    It's love at first taste If you are not familiar with lecithin and why it is such an important nutritional supplement, you will find the following facts of interest"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","love this stuff","i use this all the time, morning and night.  it makes me feel like i'm cleaning out my sinuses everyday.  It's very strong and lasts a LONG time.  it wakes you up a bit and you feel more refreshed.  I've been using for years.","5.0 out of 5 stars","May 11, 2019","Cammie J Tipton","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Great Product","The Olbas Inhaler helps to keep my sinuses clear, and I find it lasts much longer than it states in the description.  I have reordered it and am very happy with it.","5.0 out of 5 stars","June 5, 2019","jw4unity","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","I'M SO GLAD I BOUGHT TWO OF THESE.","This inhaler is AMAZING! I love the way it clears up my congestion instantly, and in a way that's completely natural and free from questionable ingredients. Now I have the one I'm using right now (while I recover from this ghastly cold) and another in my medicine cabinet as back up.","5.0 out of 5 stars","January 7, 2016","Anya Luz Lobos, author of Wild Knowing","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","If you have a stuffy head - USE OLBAS!","Olbas is the essence of everything we need to open up a stuffy head.  The inhaler is not as good as the oil, but it is very convenient and it works!","5.0 out of 5 stars","November 12, 2018","MattDat","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Best Natural inhaler","I used to have asthma but now that I eat healthier my allergies and asthma is 99.8% gone.  So instead of taking an inhaler, I carry this around instead.  This is awesome and solves any problem in terms of breathing that might come up.  If you want to breath easier in a natural way, this is your best source.  My wife also uses it when she is sick and it works great.  I highly suggest over any of the other brands especial vapor rub, this is way stronger!","5.0 out of 5 stars","May 22, 2013","Jeff S. Katz","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Not as good.","NOT the same as the UK Olbas inhaler. This was bought to replace an old inhaler and the 'smell' and effect is somewhat lacking. Doesn't work as well, probably due to different ratios of 'ingredients.' Don't buy if you prefer the UK version.","2.0 out of 5 stars","February 20, 2015","Jorilyn Miland","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Olga anything! Great products","Love any Olba product, the mixture of oils, the clean smell.  Great for bath and opening up your breathing also relaxing and stimulating at the same time","5.0 out of 5 stars","September 13, 2017","Radio Doctor SC and Nurse DJ","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Excellent","I just got it and tried it.  I came back to order a couple for friends with sinus problems plus an extra to keep in my bag. Very happy with how effective it is.","5.0 out of 5 stars","December 29, 2018","Z","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","This is great! I purchased it after finding out the Tour ...","This is great!  I purchased it after finding out the Tour de France riders use it prior to their rides (no banned substances in it).  It really does open up the airways quickly, and I've stopped using my Rx nasal spray altogether!  I will purchase this again without hesitation!","5.0 out of 5 stars","December 1, 2014","greedyreader","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00014DMG4","https://www.amazon.com/Olbas-LIN-Inhaler-0-01-Ounce/product-reviews/B00014DMG4/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Didn't help my congestion","I suffer from a lot of nasal congestion so I gave this a try.  It does give a burst of menthol or minty freshness in your nasal passages, but it really didn't do anything for me as far as clearing congestion or improving airflow.","3.0 out of 5 stars","April 9, 2018","JAMES EDWARD CASSIDY","Natural Olbas vapors provide a pleasant, refreshing, and cooling sensation to your nasal passages. Especially beneficial during times of seasonal discomfort, low humidity and other unwelcome nasal encounters. Fast-acting, penetrating vapors provide an immediate, fresh, clean feeling in the nose, sinuses and lungs.","Offers fast relief from nasal and sinus discomfort due to colds, allergies and air pollution
                
            
                
                    Helps you endure seasonal discomfort, low humidity and other unwelcome nasal encounters
                
            
                
                    Provides an immediate fresh and clean feeling in nose, sinuses and lungs"
"B00013YZRU","https://www.amazon.com/Nutricology-NC51540-Progreens-9-27-Ounce/product-reviews/B00013YZRU/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Excellent","Excellent","5.0 out of 5 stars","December 2, 2016","Suzanne Snyder","Its an all-natural blended variety of ""Super Foods"" that provide broad-spectrum nutritional support from certified organic grasses and natural food factors not found in isolated vitamins or mineral concentrates. In addition to the green grasses, sea vegetables (seaweed) and algae, ProGreens contains adaptogenic herbs, active probiotics, fibers, and a variety of nutrient-rich superfoods.;Suggested use: As a dietary supplement, add 1 scoop (8.8 g) to shaker containing 8 oz. of juice or water, drink immediately. Best taken on an empty stomach. More than one scoop daily may be used if desired. Pregnant or lactating women considering taking more than one serving daily should consult their healthcare practitioner prior to use.These nutrients are of the highest quality and purity obtainable, and do not contain preservatives, diluents, or artificial additives.;Variations in color may occur. Keep refrigerated whenever possible, tightly capped.","It is a dietary supplement.
                
            
                
                    Spectrum nutritional support from certified organic grasses.
                
            
                
                    This contains adaptogenic herbs, active probiotics, fibers, and a variety of nutrient-rich superfoods."
"B00013YZRU","https://www.amazon.com/Nutricology-NC51540-Progreens-9-27-Ounce/product-reviews/B00013YZRU/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews","Four Stars","It's just what I asked for","4.0 out of 5 stars","August 4, 2016","Amazon Customer","Its an all-natural blended variety of ""Super Foods"" that provide broad-spectrum nutritional support from certified organic grasses and natural food factors not found in isolated vitamins or mineral concentrates. In addition to the green grasses, sea vegetables (seaweed) and algae, ProGreens contains adaptogenic herbs, active probiotics, fibers, and a variety of nutrient-rich superfoods.;Suggested use: As a dietary supplement, add 1 scoop (8.8 g) to shaker containing 8 oz. of juice or water, drink immediately. Best taken on an empty stomach. More than one scoop daily may be used if desired. Pregnant or lactating women considering taking more than one serving daily should consult their healthcare practitioner prior to use.These nutrients are of the highest quality and purity obtainable, and do not contain preservatives, diluents, or artificial additives.;Variations in color may occur. Keep refrigerated whenever possible, tightly capped.","It is a dietary supplement.
                
            
                
                    Spectrum nutritional support from certified organic grasses.
                
            
                
                    This contains adaptogenic herbs, active probiotics, fibers, and a variety of nutrient-rich superfoods."
